sent_id	sentence
3207	I hope it was useful , any questions I am available
3208	Dear Polaris I have some adivice for you .
3209	First you shoud less to go shopping .
3210	Try to go to the gym and pratice some exercise because you feel better .
3211	You have to go walk a park .
3212	Finally when you to buy somethings , you have to know its important .
3213	Here are my suggestions to help you do n't have impulse buying because you 're addicted to shopping .
3214	Firstly , you do n't have to go to the shopping mall because there are many shops there .
3215	Secondly , you have to think what you really need to buy .
3216	Buy the essencial !
3217	How about changing your habits and flighting her addictions .
3218	Thirdly , you have to save because it 's very important for life .
3219	Dear friend !
3220	Personal Health Teacher .
3221	Follow advices that will help you Firstly , you have to stop do activities that makes you remember smoke .
3222	Indeed , when you are worried with anything you have trend to smoking .
3223	Secondly , you should give up to feed other addictions as chocolate , bit nails , drink beer .
3224	Thirdly , you have to do more exercises and sleep at least 8 hours per night .
3225	And finally eat healthily .
3226	Include vegetables and fruit in you diet .
3227	I hope that advices have help you .
3228	See you soon .
3229	From : Leandro To : Polaris Date : July 28,2012 Hi Polaris First you should cancel all your credit cards .
3230	Second , you should look for other activities in their free time as exercising , playing sports and being with his family .
3231	And finally if that does not help .
3232	find a psychologist .
3233	good luck Leandro
3234	I would give you some advices about your shopping addicted .
3235	First of all , avoid going out with your credit cards and use it only in necessary situations .
3236	Avoid get walking arround the stores in malls and don’t waste your time talking with the selles clerk .
3237	Finally control your spending every day and try to leave all your money in some application .
3238	I hope this helps you .
3239	Hey Polaris Do not understand your preocupation .
3240	listen to my tips that will help you .
3241	First You should broke all credit cars .
3242	Second You should shopping in cash Third You should purchase the necessary Fourth and most important pratice exercises to occupy their time .
3243	I hope and with very luck , you stopped shopping best regards Marcio
3244	All the best , George
3245	Thank you for asking me for advice on stopping shopping .
3246	Here is a plan that might work for you .
3247	Firstly , you should set a date for your last shopping .
3248	This will help you make a plan .
3249	After you have made your plan , you have to stick to it .
3250	Finally , you must do some other thinks like exercises and games .
3251	You’ll feel much better , if you do a little exercise everyday .
3252	I hope this helps you .
3253	Thank you for asking me for advice on stopping shopping .
3254	Here is a plan that might work for you .
3255	Firstly , how about joining a support group .
3256	If you go to a support group , many people will help you .
3257	Secondly , why don’t you work part-time ?
3258	Finally , why do n't you do some exercise for reduce your stress level .
3259	You’ll feel much better .
3260	I hope this helps you .
3261	All the best , Consultant
3262	You have to do a list every week with your necessities .
3263	This way you will n't buy things that you do n't need .
3264	Besides that , if you do n't go out every day , you will n't see the windows and the sales .
3265	Besides go out for your soppings , you should annotate the things that must be bought and you have to carry only the necessary money and let your credit cards in your house .
3266	Let me try to help you .
3267	if you want to quit your addiction , you 'll have to keep away from windows .
3268	Secondly , before buying anything , ask yourself if you really need it .
3269	Finally , do n't leave neither money nor credit card in your wallet and how about working groups that help the poor ?
3270	It will be rewarding and you will feel very good .
3271	I hope I 've helped you .
3272	Dear Polaris I know that it 's not easy to take out your addiction of going shopping .
3273	Maybe you can try starting save your money when you receive it every month , putting in a bank and thinking that you do n't have more money .
3274	Why you do n't try planning what you can buy by making a list .
3275	It 's also very good to read a finance books .
3276	I hope these advice can help you .
3277	thank you for asking me advice on stopping with your shopping addiction .
3278	Well , firstly , you have to control your budget .
3279	If you spend money more than necessary , you 'll run out of money .
3280	Secondly , you should n't go to the shopping mall if you do n't have to .
3281	Finally , why do n't you make an account for save your money .
3282	I hope you can stop with your addiction .
3283	Firstly , you have to decide seriously to eliminate you shopping addiction .
3284	Thank you for asking me and want to help you this little problem - addicted to shopping .
3285	Initially , I think that you 've a problem of lack affection .
3286	Here 's a plan that might work for you .
3287	Firstly , you should set a date to achieve the goal - ' stop of buy without control '.
3288	Secondly , how about joing a support group .
3289	Finally , you should have dating , friends , .
3290	Sucess , Sérgio Miguel
3291	I will help you with your shopping addiction .
3292	Firstly you will stop going to your favorite stores .
3293	Secondly you have to throw away your credit card and checks .
3294	You should to note on your notebook all of your expenses .
3295	Finally you should only buy things you need much .
3296	I hope helped you .
3297	I would like give some advice for help you stop to shopping every day .
3298	Firstly , you should start to do some other activities .
3299	How about a dance group and to do a little exercise .
3300	If you to do just a little bit exrcise , you will feel much better and you will live happier .
3301	Finally , I hope that these advice can help you .
3302	All the best .
3303	I 'm sorry to hear that you are compulsive shopping , maybe I can give same advice that may help you change your condition .
3304	Firstly , whenever you fell the desire to buy something you must write three specific reasons to own this new thing , if you can n't describe the three reasons you should n't buy .
3305	You should also look for a support group to share feelings and seek help .
3306	My name is Paulo Gomes and I 'm shopping advisor .
3307	I 'm offering my consulting services to you , because I think you and I together can optimize your spending .
3308	I can help you identify what your real need to you can save money .
3309	Thank you for asking me for advice on stopping shopping addiction .
3310	Here is a plan that might work for you .
3311	Firstly , you should set a date for your last shopping .
3312	This will help you make a plan .
3313	After you have made your plan , you have to stick to it .
3314	Secondly , how about joining a support group .
3315	If you go to a support group , many people will help you .
3316	Finally , why dont you do some different activity like to go to the beach play tennis ?
3317	thank you for give me the opportunity to help you .
3318	Firstly , you have to think if you really need what you want to buy .
3319	Secondly , how about buying what you need in other date .
3320	Thirdly , why do n't you try to be focused in other things .
3321	Finally , if you leave this addiction you 'll feel better , so why do n't you leave this addiction ?
3322	Your problem is a sick and need tratament with a psychologist .
3323	But , some things I can say to you .
3324	You do n't have to go to the shopping .
3325	If you go to the shopping you will not take your credit card ore much money .
3326	Why do n't you see if have in your city a group for you ?
3327	It 's very nice .
3328	You should try understand what metter with you .
3329	Good luck , Your friend .
3330	Here are my suggestions to help you fight you shopping addiction .
3331	Firstly , you should a lot of walking in the park .
3332	But you do n't have to carry a money and credit card .
3333	Secondly , every day you have to do cleaning at home .
3334	And you will not have free time for shopping .
3335	Finally , you 'll have to do some exercise .
3336	You will can stop , if you do exercise in the morning , afternoon and evening .
3337	I hope this help you .
3338	Good luck , Your friend .
3339	Here are my suggestions to help you fight you shopping addiction .
3340	Firstly , you should a lot of walking in the park .
3341	But you do n't have to carry a money and credit card .
3342	Secondly , every day you have to do cleaning at home .
3343	And you will not have free time for shopping .
3344	Finally , you 'll have to do some exercise .
3345	You will can stop , if you do exercise in the morning , afternoon and evening .
3346	I hope this help you .
3347	Thank you for asking me for advice on stopping smoking .
3348	Here is a plan that might work for you .
3349	Firstly , you should spend your time in a different way .
3350	You have to go out with your friends , go to the museums and theaters .
3351	Secondly , why don’t you joining a support group .
3352	If y go to a support group , many people will help you .
3353	Finally , you should do some relaxing exercise .
3354	I guess , you will shopping less .
3355	And you will think more before , because you know that you really should wear its buying .
3356	Certainly your , Liliya
3357	Don’t worry , you can give up shopping too much .
3358	It is easier than you think .
3359	First , take out all your clothes and shoes from the wardrobe .
3360	Are you surprised ?
3361	Is it too much ?
3362	Secondly , find up things which you wore less that thrice .
3363	Next , follow just one rule .
3364	You should n't buy any clothes since you wear all yours things thrice .
3365	Firstly , you should think about how much many you spend on shopping .
3366	It is a big amount !
3367	Secondary , you have to find a healthy alternative of shopping , for example you can do the exercises or read interesting book .
3368	Finally , if your case is very hard , you have to go to doctor and try to use a psychotherapy .
3369	Best regard , your online consultant !
3370	Here is my suggestions to help you fight your shopping addiction .
3371	Firstly , you should go to a shop wear less .
3372	However , if you come in a shop you should try do n't buy much things .
3373	Secondly , you have to try do n't take much money when you go to walk .
3374	If you follow this a plan that you will able to fight your shopping addiction .
3375	Dear Polaris Here are my suggestions to help you give up shopping addiction .
3376	Firstly you should set a date for your last shopping .
3377	This will help you make a plan .
3378	You should stick it !
3379	Secondly you should give up activities that make you want shopping , like walking alone the streets , buying fashion magazines .
3380	Finally how about doing sports ?
3381	If you go to the gym or to dance you will n't have time for shopping .
3382	I hope this helps you .
3383	Here are my suggestion to help you to lose shopping addiction .
3384	Firstly , you should more walk in the park with your friends but not in a shopping mall .
3385	Secondly , you have to doing something relaxing .
3386	How about doing yoga ?
3387	Thirdly , you should try exercising .
3388	Why do n't you start to dance ?
3389	If you follow this plan , you 'll feel beter .
3390	Best wishes for you .
3391	My name is Helen .
3392	I 'm your on-line consultant .
3393	If you want to give up such habit as shopping , you have to write a wishes list before you 'll go to the shop .
3394	At list you have to write just things you really need .
3395	And when you 'll go shopping , try bought only things from list .
3396	I hope my advice will help you .
3397	Thank you for asking me for advice on stopping shopping addiction .
3398	Here is a plan that might work for you .
3399	Firstly , you sould stay at home .
3400	Secondly , how about joining a support group .
3401	If you go to a support group , many people will help you .
3402	Finally , why do n't you do some execise .
3403	I hope this helps you .
3404	All the best , Boris
3405	I wish you good luck .
3406	I try to help you with your problem .
3407	I think that you alone person and have a little habits .
3408	You should spend more time with your friend .
3409	You have to have more activities .
3410	You should exercise more .
3411	Choose some kind of sport and do it .
3412	You need to start thinking about your career .
3413	You shouldn’t shopping .
3414	I wish , you were happy !
3415	I 'll try to help you .
3416	If my dreams come true , I 'll be happy .
3417	Do you have a dream ?
3418	Money and time needs for any dream .
3419	If you buy necessary things only , you 'll save some money .
3420	You should take with you a plan of purchases all the time , when you are going shopping .
3421	Why do n't you get a job and earn some money ?
3422	Thank you for asking me for advise on stopping shopping addiction .
3423	Here is plan for you .
3424	Firstly you should jouning a support shopaholic group where somebody will help you .
3425	Secondly you should to apply for very interesting work abroad .
3426	Why do n't you move to Northern Russia there are no large stores .
3427	Finaly you should to do charity work .
3428	No money -no Shopping !
3429	All the best , Anastasia .
3430	Thank you for asking me for advice on shopping addiction .
3431	Here is a plan that might work for you .
3432	Firstly , you should occupy all your time : watch an interesting film , talk to your friends , listen to relaxing music .
3433	It will help you away .
3434	Secondly , why do n't you joining a support group .
3435	If you go to a support group , many people will help you .
3436	Finally , when you go shopping , take a list and only the necessary amount of money .
3437	I hope this helps you .
3438	Thank you for your applying for help in giving up shopping .
3439	First you have to write a plan , how you are going to break your habit of shopping .
3440	If you do n't stop shopping you 'll spend a lot of money for unnecessary things .
3441	You should follow this plan , if you want fight your addiction to shopping .
3442	Second , you have to replace shopping with another act .
3443	How about doing exercises ?
3444	Thank you for asking me for advice on stopping shopping .
3445	A lot of women have this addiction .
3446	Here is a plan that may help you .
3447	Firstly , you has to begin to put your money that you can spend on shopping and do n't exceed this limit .
3448	Secondly , you can go shopping without money , just look and choose but do n't buy .
3449	Finally , if you find the thing that you really need you 'll spend money from your special reserve .
3450	I hope this helps you .
3451	All the best , Sabina
3452	From : Natali To : Polaris Date : Hello Polaris .
3453	- Avoid phoning in catalog orders and do n't watch TV shopping channels .
3454	- Take a walk or exercise when the urge to shop comes on .
3455	- If you feel out of control , you should seek counseling or a support group .
3456	I hope my tips will help you .
3457	My name is Natalia .
3458	I will try to help you .
3459	If you have shopping addiction , i think , you shoul do next things : - Pay for purchases by cash , check , debit card .
3460	- Make a shopping list and only buy what is on the list .
3461	- Destroy all credit cards except one to be used for emergency only .
3462	- Avoid discount warehouses .
3463	- Window shop only after stores have closed .
3464	If you look during a day , leave your wallet at home .
3465	Thank you for asking me for advice on stopping shopping .
3466	I try to help you with your problem .
3467	Firstly , you should try to do something else and think about something else , not about shopping .
3468	Secondly , you should find a job for yourself .
3469	You will understand how earn the money .
3470	I hope this helps you .
3471	All the best , Alexey
3472	I have n't got addiction to shopping but I make some plan for you .
3473	Firstly , you should review all things which you 've bought and analyse it .
3474	Secondly , you have to make list of all of it and get ones with you when you go shopping .
3475	Thirdly , do n't have to much money with you so you can n't buy many things .
3476	Finally , let 's try to spend exess money on charity .
3477	Firstly , you have to get many positive emotions .
3478	Therefor you need to meet with your friends , to do exercises every day .
3479	Secondly , if you go shopping you have to make a list of the things to stop visiting unplanned stores .
3480	At last , begin to learn a foreing language .
3481	This process will give you many exiting moments and good friends .
3482	Wish you a good luck in fighting your addiction .
3483	I am glad to read your mail .
3484	I 'll help you with great pleasure .
3485	Firstly , you have to sort out your existing clothes .
3486	You have to try on few clothes every day .
3487	Each time you put clothes on you , you should understand that you have a lot of great clothes for free .
3488	Secondly , you should go to the shop without money , look on the clothes and try to realise you have such good clothes at your home .
3489	Finally , you shoul understand - you 've quit your addiction .
3490	Wish you luck !
3491	Shopping addiction is quite serious problem now .
3492	We face with too many ads and buy too many things .
3493	And we pay for useless things by borrowed money .
3494	What tips can you get from me ?
3495	Firstly , you should n't go shopping when you are hungry .
3496	Secondly , you should n't go shopping without shopping list .
3497	Thirdly , you should go shopping in the evening , just before the shops became closed .
3498	Here are my offers to help fight your shopping addicted .
3499	Firstly , you should find a new hobby .
3500	For example , reading of books , visit of theater or movie .
3501	How about doing some sports ?
3502	You have to distract themselves from shopping .
3503	Secondly , I recommend starting to save money , such as travel .
3504	Thirdly , you have to spend free time with your friends .
3505	If you follow these suggestions , you’ll stop your shopping addicted .
3506	All the best , Yulia .
3507	Here is a plan that might work for you .
3508	Firstly , how about joining a support group .
3509	If you go to a support group , many people will help you .
3510	Secondly , you should abstain from use of checkbooks and credit cards .
3511	Thirdly , you have to do shopping only with friends or relatives who do not compulsively spend .
3512	Finally , try to find alternative ways of enjoying .
3513	Remember , you are a whorthwhile person , no matter how much or how little you own .
3514	I hope this helps you .
3515	Thank you for your appeal to the psychological service assistance .
3516	Glad to help you .
3517	You should get out all your credit cards , buy products only on the market and not to go in large supermarkets .
3518	Buy clothes only for seasonal sales , it 's cheaper and happens 2-3 times a year .
3519	Sign up for yoga classes and run in the mornings - it 's to improve your emotional background .
3520	your shopping addiciction it is bad habit .
3521	You should find hobby it will be interesting .
3522	For example , to start to be engaged in fitness .
3523	To start to learn to draw and take singing lessons .
3524	You must to meet more often friends , to go to the cinema with them .
3525	With them to go theater , on exhibitions .
3526	You must to busy a lot time and you have n't a free time for shopping .
3527	Here are my suggestions to help you fight shopping addiction .
3528	You should always plan a family budget , even better to lay out money on the cost of the appointment in separate envelopes .
3529	Going shopping , always take it with exactly the amount of money that should be required for planned expenditure .
3530	Do not go to the grocery store on an empty stomach - when a better chance of greed to take anything unnecessary .
3531	And beware of sales !
3532	I hope this helps you All the best , Sveta
3533	I know , shopping is a bad addiction .
3534	But you should replace shopping .
3535	You can walk the dog , so you can n't spend in market much time .
3536	You should invite friends and go out together .
3537	You should try to break your habit of shopping .
3538	And you 'll have money .
3539	And you 'll be happy again .
3540	Thank you for asking me for advice on fight your shopping addiction .
3541	Here is a plan that might work for you .
3542	Firstly you should choose only one day on the week , when you are can attend the shops .
3543	Secondly why do n't you to make a list of purchases , which are more important for you .
3544	Finally why do n't you to ask your friends go shopping with you and that they are take control for you .
3545	I hope this helps you .
3546	I hope this helps you .
3547	Here is a plan that might help you give up shopping .
3548	First of all , you should make a list of alternative activities .
3549	What do you like to do except shopping ?
3550	Do you like meeting friends or doing sports ?
3551	Just think about it .
3552	Secondly , you should take a little cash when you go out .
3553	You should n't take your credit cards .
3554	I want to write a complaint about your restaurant .
3555	All of my meal was terrible .
3556	I ate a old salad of vegetables and potatoes .
3557	Next , the main course was a salty and ioly steak .
3558	Then , I had an orange juice too much sour for my taste .
3559	I di n't eat the dessert because I was afraid of the face of fruit salad because it was blue !
3560	I am verry horrified .
3561	I came for this restaurant and the food was inedible .
3562	I just ate because I was looking for a good new place , and I was recommended to this establishment .
3563	To start , my salad was very salty .
3564	after my lasagna came very wet and sour , and finally , my chocolate cake was very bitter .
3565	I am very unhappy and I will n't came back .
3566	October 20th , I had a dinner at your restaurant a few minutes ago .
3567	The meal was horrible .
3568	First the salad was not fresh and oily .
3569	Then the steak was overcooked .
3570	The dessert , an apple pie , was too sweet .
3571	The red wine was sour and the coffee was bitter .
3572	I think that it was the worst meal that I ate in my whole life .
3573	I 'm very disappointing .
3574	I will never eat again here .
3575	This night was so much terrible for me and my fiancée .
3576	First , we ordered the starter , that came cold -LRB- the starter was soup -RRB- . In the same time wich ordered the starter we ordered the main course , dessert and wine .
3577	Wine was very sour , I think so that bottle was kept in bad conditions and I declined .
3578	The main course and the dessert not were so bad , but not was good too .
3579	Well , unfortunately I never come back to your restaurant , mainly because it is expensive and don t have good food .
3580	26 th oct , 2011 I just ate today in your restaurant and my complain is that all of my meal was horrible .
3581	I started with a salad that was not fresh , the fish was salty , the dessert was too sweet and finish off the coffee was very bitter .
3582	I could n't drink it .
3583	23rd October I want to register my experience in this restaurant .
3584	It was terrible !
3585	At starts the onion cream was sour , the steak was rare and the orange juice was bitter .
3586	The dessert was very sweet and the place was dirty , I 've seen flies all the restaurant .
3587	I 'm very disappointing to this restaurant .
3588	I never I 'll come back to this retaurant .
3589	Yesterday I ate a horrible dinner in this restaurante .
3590	The starter was a salad and it was not fresh .
3591	The main course was a steak and it was very oily .
3592	The red wine was so sour and finally I ate a apple pie for dessert and it was too sweet .
3593	I went to the restaurant yestarday and the meal was horrible First I had soup for starter , the soup was very salty .
3594	Then I had main course my steack was overcocked .
3595	Finally My coffe was bitter .
3596	I was realy unhapy and I do n't come back here .
3597	26th October Yesterday I ate in your restaurant , but I must to tell you that the meal was terrible .
3598	To the start I ordered a light salad , but it was not fresh , seemed old .
3599	To the main course I ordered a fried chicken , but I could n't eat because it was too salty .
3600	To the dessert I ordered a cup of ice cream , but it was melted .
3601	I am disappointing .
3602	I 'd like to complain about the meal .
3603	To start , the soup was extremelly hot and spicy .
3604	The steak came very rare and salty .
3605	The red wine was sour .
3606	To finish , the coffe was bitter .
3607	Probably , I 'll never come back here again and I will n't recommend this place to anyone .
3608	4th April I just ate at the restaurant .
3609	All of my meal was horrible .
3610	The salad was not fresh and brand .
3611	The steak was cold and undercooked , the fried fish was oily and the vegetarian lasagna was disgusting .
3612	The red wine was good , but the coffee was bitter .
3613	Also the apple pie was too sweet .
3614	I am very unhappy and I will n't come back .
3615	I 'm want to complain about your restaurant , the starter I ate soup and was too salty , followed with a bolognese lasagne and this case not was anything of salt , the red wine was hot the coffee too bitter , I 'm not come back again .
3616	I 'm very unhappy .
3617	I just ate in your restaurant this weekend and I have to complain because the food was horrible .
3618	The starter was far too spicy so I could n't taste .
3619	The fish , which was very oily anyway .
3620	to add to that the red wine was sour and the coffee at the end of the meal was disgusting .
3621	It was so bitter I could n't drink it .
3622	To finish off , the dessert was far too sweet for my taste .
3623	I just ate in your restaurant this weekend and I have to complain because the food was horrible !
3624	To start with my soup was salty .
3625	Then I had the fish which was very oil and the red wine was sour .
3626	my apple pie was too sweet and the coffee was bitter .
3627	It was very disappointing .
3628	25th May Today I ate at this restaurant and I’m shocked .
3629	Everything was terrible and I 'll report this situation for the head office of this franchise , making a formal complain about the level of services and quality of meals that are served here .
3630	The worst part is that neither the wine is good , could be used as vinegar .
3631	I’m very unhappy and I will not indicate to anyone this restaurant .
3632	I just ate at the restaurant .
3633	The meal was terrible .
3634	The salad was bland and the steak was too oily .
3635	I couldn’t eat anything !
3636	Also the dessert was too sweet .
3637	I am very unhappy and I won’t come back .
3638	I drank red wine and coffee .
3639	All of your meal was horrible .
3640	I have an observation , this night , I went to your restaurant and it was a disaster .
3641	I ate a vegetable soup that was cold .
3642	I asked for fish&chips , that was too salt !
3643	As a dessert , I had an ice cream that was melted .
3644	To complete this mess , the wine was sour and the coffe was too bitter .
3645	Unfortunately I have to say that probably I 'll never come back .
3646	Unfortunately , the meal that I ate was horrible .
3647	As a starter , I ordered a salad and it was n't fresh .
3648	The main course , a steak , it was rare and cold .
3649	I ordered white wine and the waiter brought me red wine !
3650	My husband and I thought the dessert too sweet and finally , when we drank coffee , it was bitter and very cold !
3651	I hope you improve your service and change your chef .
3652	25th May I just ate at your restaurant this weekend and I ve to complain because the food was horrible .
3653	At the starter , I ate a salad but it was not fresh .
3654	The main course was terrible .
3655	I drank sauer red wine and after that .
3656	I ate a steak , and it was too oily .
3657	I couldn’t eat anything !
3658	Finally , the coffee was so bitter and also the dessert was too sweet .
3659	I am very unhappy .
3660	I 'm really hated it .
3661	I never more come back here .
3662	I 'd like to record my dismay .
3663	I started with a soup .
3664	The soup was cold and not creamy .
3665	Then , the filet steak was salty and spicy .
3666	The apple pie for dessert was far too sweet for my taste .
3667	The meal was horrible .
3668	I could n't ate it .
3669	The wine was sour and the coffee was bitter .
3670	I just had a luch in your restaurant , but the meal was horrible .
3671	First I ate a salad , but it was n't fresh .
3672	I ordered a fish with rice , but the fish was too oily and the rice was cold .
3673	The red wine was nice , but the coffee was a little bitter .
3674	The waiter also , forgot our order and we need to wait a long time for the meal .
3675	I eat a starter , a salad but it wasn’t fresh .
3676	Then I ordered the main course that was the shrimp with cheese , but I could realize that it was rotten .
3677	The taste of the red wine was sour as vinegar .
3678	I tried the dessert , the apple pie was terrible , too much stiff and sweet .
3679	Finally the coffee looked like a tea , too weak .
3680	You need to improve everything .
3681	Excuse me , but the meal was horrible .
3682	I ordered a tomate soup but , it was insipid .
3683	I ordered vegetarian lasagne with salad .
3684	The lasagne was oily too much and I could not eat .
3685	The salad was salty .
3686	I had to drink a lot of water .
3687	I ordered red wine and it was bitter .
3688	I ordered ice-cream and it was sweet .
3689	I had a bad time here .
3690	I m ate in restaurant and was terrible .
3691	The starter was very cold .
3692	The main course was fish , but I cold not eat because it was roasted .
3693	The fresh fruit for dessert was too sweet and bland .
3694	I drank red wine and coffee and both were bitter .
3695	My meal was a gastronomic disaster .
3696	Yesterday I was to restaurant with my brother I ate fish with salad , but I di n't like because they were oily and salty .
3697	Then , I ate a banana pie and it was hot and sweet .
3698	I ate an ice cream .
3699	The ice cream was horrible .
3700	Then My brother ate potatoes and lettuce .
3701	The potatoes were salty .
3702	Then we went back to my house .
3703	Today I eat in your restaurant .
3704	I need say the meal was horrible .
3705	The tomato soup was salty and much chilli powder .
3706	Then I had the steak which was very oily and overcooked .
3707	The ice-cream was melted and the red wine was sour .
3708	It was a terrible food .
3709	Maybe you can search some strategy to change this disgusting situation .
3710	I ate in the yours restaurant this night .
3711	The meal was horrible .
3712	The salad was n't fresh and the steak was uncooked .
3713	I drank red wine that was too bland .
3714	Finally , the coffee was too bitter .
3715	It was disgusting .
3716	I am very disappointing .
3717	Good morning Mrs. Manager I want talk about your restaurant .
3718	Yestarday I was in restaurant for lunch in 12 pm .
3719	The salad and the bread is n't fresh .
3720	The french fries were bad .
3721	Very oily and cold .
3722	My wife also complained about yours waiters .
3723	Never more I am back in your restaurant .
3724	Best regards Marcio A S
3725	Manager I ate in your restaurant and I have to complain because the food was horrible .
3726	To start my salad was salty .
3727	The beef was very oily and came disgusting French fries .
3728	My glass of wine was hot and sour .
3729	My ice-cream was too sweet and then I ordered a cup of coffee , but it was bitter .
3730	All my meal was horrible .
3731	Change your chef .
3732	Miss C. Przybysz
3733	I am really dissapointed , this restaurant has so many good critics but tonight the meal was terrible .
3734	I had a mushroom soup as starter and it did not start well !
3735	The soup was too salty .
3736	The main course was not bad , but I expected something more elegant .
3737	The presentation of the plate was really bad , the food was a mess .
3738	The wine was disgusting .
3739	I just ate in your restaurant and I have to complain because the food was terrible .
3740	I was disappointed very much .
3741	The mushroom salad was not fresh .
3742	For main course i ordered the steak .
3743	It was too oily .
3744	The apple pie for dessert was far too sweet for my taste .
3745	I couldn’t eat anything !
3746	I drank red wine .
3747	it was too sour .
3748	Coffee was so bitter .
3749	22th October - 9.00 p .
3750	m. I just ate in your restaurant today and I have to complain because the food was horrible !
3751	To start with my fish soup was not fresh and too oily .
3752	Then I had the ice-cream was melted and too sweet .
3753	Finally , my red wine was too sour and the coffe was too bitter .
3754	It was very do n't tasty .
3755	22th October - 9.00 p .
3756	m. I just ate in your restaurant today and I have to complain because the food was horrible !
3757	To start with my fish soup was not fresh and too oily .
3758	Then I had the ice-cream was melted and too sweet .
3759	Finally , my red wine was too sour and the coffe was too bitter .
3760	It was very do n't tasty .
3761	All of my meal was disgusting !
3762	My dinner was horrible !
3763	Firstly , I ate Greek salad .
3764	It was not fresh and it was very spicy .
3765	For the main course I had steak with French fries .
3766	It was far too salty .
3767	For dessert I had a cake .
3768	It was burnt .
3769	Red wine was too sour and coffee was bitter .
3770	15th April - 6:00 pm .
3771	I came to eat in your restaurant and I was complain because the food was horrible .
3772	First , I ordered a Greek salad but It was not fresh .
3773	The steak was terrible because it was too salty .
3774	Then I had an apple pie for dessert and it was very sweet .
3775	Finaly , a coffee was cold .
3776	I was unhappy and angry .
3777	Ms. K. Kachan .
3778	25th May - 6:30pm I just ate in your restaurant and I have to complain beacause the food was horrible .
3779	The salad was salty .
3780	My steak was overcooked .
3781	The dessert was very sweet and coffee bitter .
3782	The red wine is sour .
3783	It was very disappointing .
3784	I am very unhappy .
3785	Right now I ate in your restaurant and I feel really bad .
3786	Main course was terrible , that 's a lot of salt , it 's really salty .
3787	What is touch the salad it is was the biggest piece of something not good that I 've ever tasted .
3788	Red wine was just as bitter as coffee .
3789	That 's all courses was just horrible .
3790	I hope that you 'll doing something and the same not retry again .
3791	Unhappy customer , T.Tasth .
3792	8th November I just ate in the restaurant .
3793	The meal was terrible .
3794	The salad was too salty and the fillet steak was not hot .
3795	I could n't eat it !
3796	At the desert I had an ice-cream. You know , it 's was too sweet .
3797	The wine was sour and the coffee was bitter .
3798	All my meal was horrible !
3799	I am disappointing and I do n't come more .
3800	10th November - 10:00 I just ate in your restaurant and I have to complain because the food was horrible !
3801	And my coffee was bitter and was n't hot enough !
3802	I was very unhappy and do n't come back .
3803	Firstly , the chicken salad was oily and bland .
3804	In addition it was n't fresh .
3805	Then I had a disgusting steak .
3806	It was overcooked .
3807	The dessert was too sweet .
3808	I could n't eat it !
3809	Finally , I had red wine .
3810	It was sour .
3811	12th November - 6:00 p .
3812	Olga Can you help me ?
3813	What does side salad mean ?
3814	m. I just ate in the restaurant .
3815	The meal was horrible .
3816	The Greek salad was salty and not fresh .
3817	The fried fish was oily and overcooked .
3818	The apple pie was satisfying , but little bland .
3819	The coffee was pretty bitter .
3820	The red wine was really sour .
3821	I am disappointed , I will not come back .
3822	23th November I just ate at the restaurant .
3823	All of your meal was horrible !
3824	The bread was bland .
3825	The salad was not fresh .
3826	The steak was overcooked and oily .
3827	The dessert was too sweet , red vine was sour and my coffee was bitter .
3828	I was unhappy , I could n't ate anything !
3829	I was disappoint and I never come back !
3830	24th November - 9.00 pm I just ate in your restaurant this Wednesday and I was very disappointed .
3831	To start with my soup was too salty .
3832	Then I had the steak which was disgusting .
3833	The dessert was very sweet , I could n't eat it .
3834	I ordered up a glass of red wine , but it was sour .
3835	Then I decided to drink a cup of coffe , but it was bitter .
3836	The meal was horrible .
3837	26th November I 've just eaten in your restaurant and all of my meal was horrible .
3838	I am disappointed .
3839	To start with my salad was not fresh .
3840	The steak was not cooked enough .
3841	My rice was bland and also it was not salty at all .
3842	The red wine was sour and finally my desert was too sweet .
3843	I am unhappy and would like to go home .
3844	13th September I went to the restaurant .
3845	That meal was terrible .
3846	The starter was far too spicy , so I could n't taste the fish , which was very oily anyway .
3847	to add to that the red wine was sour and coffee was bitter .
3848	I could n't drink anything !
3849	The salad was bland .
3850	And , to finish off , the dessert was too sweet for my taste .
3851	I am very unhappy , and I will n't come back .
3852	1st Desember 3-15 p .
3853	m. I just ate at the restaurante and I have to complain because the food was horrible .
3854	The bread was n't fresh .
3855	The French fries and muchrooms were salty and not enough hot .
3856	I drank a glass of red wine but it was sour .
3857	I ordered the vanilla ice-cream to dessert and it was very cold so I could n't eat it .
3858	The disappointing thing was the coffee at the end of the meal , which was bitter .
3859	It was disgusting .
3860	Yestarday I ate in you restaraunt and food was terrible !
3861	To start with my salad was not fresh .
3862	After I ordered the steak and steak was oily .
3863	Finally the dessert was too sweet .
3864	I 'm very unhappy .
3865	Drinks , I mean wine and coffee , was bitter .
3866	Finally I can say that meal was horrible in the restaraunt are horrible .
3867	I just ate in your restaurant and I want to complain because the food and the drink were horrible .
3868	To start with my salad was unfresh .
3869	Then I had the steak which was overroasted and came with salty , half-done rice .
3870	After that , my chocolate cake was too sweet and coffee was bitter .
3871	I could n't eat anything .
